Price,Close,High,Low,Open,Volume
,AAPL,AAPL,AAPL,AAPL,AAPL
2004-12-01,1.021143913269043,1.0235539013637722,0.9982475179896835,1.021143913269043,800553600
2004-12-02,0.9822803139686584,1.0077377441652697,0.9739958893782111,0.9961389061632239,987442400
2004-12-03,0.9441705346107483,0.9791170836879927,0.9301618077159098,0.9720371504047303,1238848800
2004-12-06,0.9908671975135803,0.9977960940386621,0.9482376503582872,0.9678197472905224,1247920800
2004-12-07,0.9473339319229126,1.005176785114858,0.9423629148168033,0.9931258345545931,1056899200
2004-12-08,0.9532084465026855,0.970531488240825,0.9346808124027541,0.9501961108494725,691902400
2004-12-09,0.9639033079147339,0.9700789148530746,0.9349814401872163,0.9461280622752799,741501600
2004-12-10,0.9813770055770874,0.9949336216455451,0.9745982450288405,0.9795692623545297,775773600
2004-12-13,0.9777612090110779,0.9926742562581076,0.9730913663851873,0.9884565252721319,395040800
2004-12-14,0.9834856986999512,0.9923733745800309,0.9794181009792444,0.9851425031510356,415721600
2004-12-15,0.9830335974693298,0.9860467371332269,0.9739958879748447,0.982732424285063,398361600
2004-12-16,1.0032187700271606,1.0167753836339264,0.9949334409795002,0.996440010709842,1126115200
2004-12-17,0.9789669513702393,1.0098466064633043,0.9776113200211501,1.0068334666558638,783496000
2004-12-20,0.9447727203369141,0.9941800996591066,0.9303117835902387,0.9861967486979607,1168126400
2004-12-21,0.9593840837478638,0.9605894806134381,0.9279020780665264,0.9574262062995673,1064414400
2004-12-22,0.9602880477905273,0.9694767946059951,0.9550158588722201,0.9589324167693807,565829600
2004-12-23,0.9642048478126526,0.9678194290226091,0.9580284340556142,0.9602882889319907,245929600
2004-12-27,0.9514006972312927,0.981377036792895,0.9471829647734021,0.9761048460808632,559490400
2004-12-28,0.9667650461196899,0.9678195043619519,0.934680795997997,0.9535096029975771,611755200
2004-12-29,0.9706811308860779,0.978815417663695,0.9575766340941142,0.9611912134443689,449562400
2004-12-30,0.9761049151420593,0.9795693628191484,0.9673682763799214,0.9762550492527611,345340800
2004-12-31,0.970079243183136,0.9791170533706717,0.964505980532108,0.977460349435921,278588800
2005-01-03,0.9533595442771912,0.9807747568328925,0.9429652962484779,0.9758037390120498,691992000
2005-01-04,0.9631504416465759,0.9861969805066161,0.9485385629366435,0.9608905866482048,1096810400
2005-01-05,0.9715860486030579,0.9828837163112923,0.964807287084221,0.9709828976100451,680433600
2005-01-06,0.9723389744758606,0.9777612978885587,0.9539614793353942,0.974145912820187,705555200
2005-01-07,1.0431362390518188,1.048860540384141,0.9753513604396856,0.9791169803253503,2227450400
2005-01-10,1.0387685298919678,1.0649784428817506,1.0224998468533821,1.0518730338728517,1725309600
2005-01-11,0.9724892973899841,1.0416298170095473,0.9661627493866779,1.0280732013759886,2611627200
2005-01-12,0.9860464334487915,0.9926741520759694,0.9535091809096417,0.9858954949478372,1919702400
2005-01-13,1.0514212846755981,1.1210138874321718,1.050366927481276,1.1103185725222124,3164716800
2005-01-14,1.0574461221694946,1.0803425205173596,1.0422327057576306,1.058199406957822,1770742400
2005-01-18,1.0642248392105103,1.064978123969403,1.020540859506217,1.0521738920064383,1006460000
2005-01-19,1.0526258945465088,1.0764257083387596,1.0506680180633203,1.0618146402786257,751895200
2005-01-20,1.0613631010055542,1.0735649920405614,1.0464508518140576,1.049162014440003,914922400
2005-01-21,1.0618152618408203,1.0785352552305913,1.0544342542399205,1.0741673881167946,911332800
2005-01-24,1.0658817291259766,1.081246890614775,1.0627184554905027,1.0691960418624606,841629600
2005-01-25,1.0853136777877808,1.09721358793212,1.0685936896216006,1.0750704714885968,969231200
2005-01-26,1.0883268117904663,1.095857951119345,1.0728114158344846,1.0945024204535514,739496800
2005-01-27,1.0942013263702393,1.098419058330536,1.077782510273408,1.0869704546617527,496227200
2005-01-28,1.114385724067688,1.114385724067688,1.0911881488105601,1.0939001152720835,801612000
2005-01-31,1.1583703756332397,1.1732834205355112,1.122369483585814,1.1234239413061766,1681097600
2005-02-01,1.1678606271743774,1.1714760123770935,1.1535506282515469,1.1606305606795067,678395200
2005-02-02,1.1994938850402832,1.2037116173439624,1.1702708315730703,1.1741873906595377,1020062400
2005-02-03,1.1720783710479736,1.1964813415351843,1.1648483044769362,1.1915103250972274,731651200
2005-02-04,1.187593936920166,1.1889495684264217,1.1678609057653109,1.1729828619088567,563556000
2005-02-07,1.1891006231307983,1.195276233158545,1.1674096137185392,1.1889495839980142,524456800
2005-02-08,1.2186243534088135,1.2258544193627547,1.186840279967013,1.191058111736191,890019200
2005-02-09,1.1860872507095337,1.2350434326803632,1.1764471942135175,1.2207334317450313,1191456000
2005-02-10,1.1803637742996216,1.1942215619828593,1.1547562101023356,1.185786098311693,1093019200
2005-02-11,1.2232944965362549,1.2315790224658958,1.1891005267952213,1.2029583158261363,1201054400
2005-02-14,1.274810552597046,1.2772205411800532,1.2359474503834105,1.2461898515818668,1271463200
2005-02-15,1.331750512123108,1.341842682755088,1.2954476185270658,1.3053896550356958,2312217600
2005-02-16,1.3576587438583374,1.3587131013184581,1.3157825012963158,1.3278334500822822,1639243200
2005-02-17,1.3227121829986572,1.3689562905813542,1.317289054993615,1.3654918439648194,1518473600
2005-02-18,1.3076492547988892,1.323465725735506,1.299213790224871,1.3216580830873579,1163254400
2005-02-22,1.2847533226013184,1.3300940367788785,1.2847533226013184,1.2999667487896598,1219293600
2005-02-23,1.3290393352508545,1.3323527440332432,1.2886696475626873,1.3062930604961485,1345181600
2005-02-24,1.339582920074463,1.3453064159610382,1.3215066002214333,1.3328042624200882,1519028000
2005-02-25,1.3404865264892578,1.354345116371707,1.3284355787653888,1.3499764467045194,915510400
2005-02-28,1.3514831066131592,1.3599185694663636,1.324368975215504,1.3460598780990312,651610400
2005-03-01,1.3406376838684082,1.3590143765608447,1.330394477189577,1.3553997955641082,468188000
2005-03-02,1.3291890621185303,1.35238663715915,1.3279844699594074,1.3331056207138654,458161200
2005-03-03,1.258994221687317,1.3379258375194332,1.2418222201875837,1.336721245235458,1411653600
2005-03-04,1.2897241115570068,1.29574868316313,1.2608022259470133,1.2882175412810484,756618800
2005-03-07,1.2879159450531006,1.3029792294573306,1.275865096300674,1.2894217103650512,450632000
2005-03-08,1.2210347652435303,1.270141087748943,1.2080803939811033,1.2623086728009583,1021451200
2005-03-09,1.1854848861694336,1.2135024382682305,1.1698193559876764,1.1942215227372757,1322465200
2005-03-10,1.1999455690383911,1.2128999345483829,1.1779533957086141,1.1909077612186059,777109200
2005-03-11,1.2132015228271484,1.2228424854340327,1.199042659976172,1.2113938800478616,632830800
2005-03-14,1.2147077322006226,1.2288674947025227,1.1906067426572424,1.220733105284766,605385200
2005-03-15,1.233988642692566,1.2394117700803795,1.21259881464395,1.2243485887887504,508608800
2005-03-16,1.2406169176101685,1.2746599538599066,1.2285668699735819,1.241521241853443,697813200
2005-03-17,1.2728526592254639,1.2918325006351141,1.2448342043220602,1.2511608516448263,801920000
2005-03-18,1.29424250125885,1.3087034382910976,1.2803838099735543,1.3053891257892143,940150400
2005-03-21,1.3165359497070312,1.324670240589428,1.2912295574646036,1.3041839267842297,541128000
2005-03-22,1.2903258800506592,1.3243689027554673,1.2858069757167163,1.3168368592194624,551415200
2005-03-23,1.2818903923034668,1.3074979541188874,1.2659228854390396,1.2788772529246366,609823200
2005-03-24,1.280383825302124,1.2954471088203072,1.280383825302124,1.292735947060756,352704800
2005-03-28,1.2812883853912354,1.294242755291613,1.2794806422090714,1.287916106668047,275410800
2005-03-29,1.2577885389328003,1.290325897504494,1.250257400322718,1.282191507582248,461356000
2005-03-30,1.2894222736358643,1.2894222736358643,1.2598981388369892,1.2674301865640247,394959600
2005-03-31,1.2553786039352417,1.2809861656858987,1.2529686153432509,1.2788772496902703,636134800
2005-04-01,1.2318800687789917,1.2707439822683813,1.22224001219997,1.268032015587323,641284000
2005-04-04,1.2379053831100464,1.2445332039675039,1.2098878316082418,1.2348931486420576,580014400
2005-04-05,1.262006402015686,1.2725507815287058,1.237905408459973,1.241822067538466,556239600
2005-04-06,1.2752631902694702,1.289724133318466,1.269840060089698,1.2773721071270667,414825600
2005-04-07,1.3123180866241455,1.3180423879956553,1.2728527367679472,1.2752627254665787,506987600
2005-04-08,1.3177411556243896,1.3391309859279346,1.3117156813552515,1.316535759094614,649950000
2005-04-11,1.2629108428955078,1.333105718402765,1.262609669693993,1.330093483594292,821662800
2005-04-12,1.2852039337158203,1.3011714409945534,1.2656218456807702,1.2800827832309976,981061200
2005-04-13,1.2363985776901245,1.2951457363828927,1.216816493135105,1.2939411445012672,1371946800
2005-04-14,1.1225197315216064,1.1918112666420362,1.1098665392690956,1.1692159428871414,2753192400
2005-04-15,1.0649782419204712,1.1222187390998786,1.0628693259261868,1.1032389979445658,1728087200
2005-04-18,1.0731122493743896,1.0935986553846406,1.0243071273329458,1.054433585728129,1327177600
2005-04-19,1.1173986196517944,1.127942896604771,1.0806435329641575,1.1026365112472631,1081642800
2005-04-20,1.0697981119155884,1.1369807354669308,1.067689296691241,1.1345707471179387,945131600
2005-04-21,1.1201097965240479,1.1210140197964173,1.0815478717221783,1.0966110528926163,759592400
2005-04-22,1.069496989250183,1.114687541081666,1.0514214724280981,1.1098666591284774,839129200
2005-04-25,1.1140844821929932,1.1152898787583043,1.0878746739360619,1.0993223714743607,746460400
2005-04-26,1.0902844667434692,1.1300517864793107,1.0881755510659359,1.1080588086993195,810507600
2005-04-27,1.083054780960083,1.0954060000981134,1.069798433238028,1.0812470377587708,613888800
2005-04-28,1.0707030296325684,1.094804032635333,1.0616644118861556,1.093297462266004,575106000
2005-04-29,1.0863680839538574,1.091490038814081,1.0610615945424702,1.089079245728403,671630400
2005-05-02,1.0975147485733032,1.10414327337538,1.0851635313252508,1.0908869276818052,465920000
2005-05-03,1.0908873081207275,1.10685482125595,1.0854649824835416,1.0966116115014775,496739600
2005-05-04,1.1192066669464111,1.1207123318214025,1.0875736263586413,1.0878747995571052,448176400
2005-05-05,1.1050467491149902,1.122821196050594,1.0987202016260276,1.1222188496816001,387366000
2005-05-06,1.1219176054000854,1.1246287669977006,1.1083608923842145,1.1113732271202466,326247600
2005-05-09,1.1137828826904297,1.1282438147099545,1.1071551650119262,1.123122666183757,355695200
2005-05-10,1.097213864326477,1.1222190875145297,1.0945027017394695,1.107155899957658,440263600
2005-05-11,1.0728118419647217,1.074619585618899,0.9974948880333732,1.060459815262981,2041981200
2005-05-12,1.0282244682312012,1.072208637993877,1.024307807825606,1.0670874856029107,970242000
2005-05-13,1.0475049018859863,1.061362687336712,1.026416246105488,1.0303328041263202,702713200
2005-05-16,1.0710039138793945,1.0755228197225377,1.0402743887827186,1.0411786124095275,474294800
2005-05-17,1.065279245376587,1.0682923845503138,1.040575204710082,1.0586515257863731,588344400
2005-05-18,1.079740285873413,1.131558561763549,1.054132723327322,1.0679905101169995,636722800
2005-05-19,1.1312569379806519,1.135173497604983,1.0779328801478736,1.0779328801478736,793161600
2005-05-20,1.1312569379806519,1.1342700783879502,1.1204114827941634,1.1222191256977008,452650800
2005-05-23,1.197836995124817,1.2020547271282658,1.1402953169660395,1.1402953169660395,1042574400
2005-05-24,1.1960296630859375,1.2047662019979402,1.1758452213267994,1.1884984206219005,593460000
2005-05-25,1.1984394788742065,1.2035614349626649,1.1845816890511327,1.1900040139004868,396006800
2005-05-26,1.2273615598678589,1.2333869360678456,1.2032605578613667,1.2032605578613667,525520800
2005-05-27,1.221937656402588,1.2288674536534998,1.205368710583432,1.2243485496896398,316008000
2005-05-31,1.197836995124817,1.2273612197076231,1.1924138664276325,1.2249511302307934,404205200
2005-06-01,1.2141053676605225,1.227963152361014,1.2008490241702194,1.2017533479962057,453812800
2005-06-02,1.2062727212905884,1.2147082876894486,1.1930172765665557,1.2065738945518159,373973600
2005-06-03,1.152044415473938,1.1622876245804867,1.1378855518176516,1.1496344260818372,956869200
2005-06-06,1.1424040794372559,1.1637939116532248,1.1315586270177331,1.1547562022347198,811966400
2005-06-07,1.1008288860321045,1.1366796527244085,1.0981177243428921,1.1327630945302969,745264800
2005-06-08,1.1122767925262451,1.122218825839175,1.1017325134157756,1.1035401558363085,404006400
2005-06-09,1.1342695951461792,1.1430062304484208,1.1092643817604986,1.1146875092780213,390255600
2005-06-10,1.0788370370864868,1.1267378571041182,1.0700995949476426,1.1267378571041182,678932800
2005-06-13,1.0815478563308716,1.1029376839030007,1.079137868048263,1.0812466832145229,435772400
2005-06-14,1.0845603942871094,1.0890792991422664,1.077029154351595,1.0821503049937817,347846800
2005-06-15,1.1186031103134155,1.1237250640026208,1.0935987048046427,1.1107707999385295,563343200
2005-06-16,1.1442118883132935,1.1472242236560197,1.109264635208974,1.1204112614519697,547674400
2005-06-17,1.1541526317596436,1.1610823275037292,1.139691698595986,1.158973512646386,596125600
2005-06-20,1.1330645084381104,1.1475254483410373,1.1282444297740282,1.1402953806242484,323716400
2005-06-21,1.1405962705612183,1.150538302543472,1.1261353342497729,1.136378539369815,370526800
2005-06-22,1.161383867263794,1.1628896325417444,1.1490318456161537,1.152647230886499,424925200
2005-06-23,1.1716272830963135,1.1984394428032596,1.1643964107027247,1.1698195398582485,674254000
2005-06-24,1.1375837326049805,1.1785565783622294,1.1351737426640347,1.177652253921817,410709600
2005-06-27,1.1176999807357788,1.1478263477269735,1.1050466853704395,1.1098667633069157,600171600
2005-06-28,1.1240265369415283,1.1324620002141412,1.119808805305222,1.1294497657252978,350299600
2005-06-29,1.0957081317901611,1.1234246189623625,1.0881760852698084,1.1216168755069624,448358400
2005-06-30,1.1089632511138916,1.119507528953491,1.0938999683262793,1.1029377771050146,418390000
2005-07-01,1.099623680114746,1.1137834462505285,1.0932971322834926,1.1095657141768047,250000800
2005-07-05,1.1442118883132935,1.1493330394015235,1.0996236738440208,1.1011302437500405,454269200
2005-07-06,1.1264369487762451,1.1496345317690237,1.1207126452313383,1.1360779128177805,394626400
2005-07-07,1.1336678266525269,1.1375834812287486,1.1086625021824177,1.1089636754394552,383723200
2005-07-08,1.1523454189300537,1.153249743031265,1.1288467688360793,1.140897619049027,290735200
2005-07-11,1.1478267908096313,1.1643966510063521,1.1381867317740888,1.1559611845456468,388788400
